web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1662996144-55","https://www.zillow.com/avon-nc/sold/","41195 Castaway Ct, Avon, NC 27915","https://www.zillow.com/homedetails/41195-Castaway-Ct-Avon-NC-27915/228619260_zpid/","2003","0.30 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteLotLot size: 0.30 AcresOther property informationParcel number: 014822142","5","5","2,522","10/29/2021","41195 Castaway Ct, Avon, NC 27915","$200,000","$200,000"
"1662996154-56","https://www.zillow.com/avon-nc/sold/","41198 Shoals Ct LOT 1811, Avon, NC 27915","https://www.zillow.com/homedetails/41198-Shoals-Ct-LOT-1811-Avon-NC-27915/2078641214_zpid/","","","","","","","08/04/2020","41198 Shoals Ct LOT 1811, Avon, NC 27915","$40,000","$40,000"
"1662996164-57","https://www.zillow.com/avon-nc/sold/","39216 Island Creek Ct, Avon, NC 27915","https://www.zillow.com/homedetails/39216-Island-Creek-Ct-Avon-NC-27915/2068562999_zpid/","2001","No Data","Property detailsParkingParking features: No Garage, UndergroundHas garage: YesPropertyPool features: Outdoor Pool, Gunite, Association Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot features: Adj. To Common AreaOther property informationZoning description: R 2","4","5","2,054","11/09/2021","39216 Island Creek Ct, Avon, NC 27915","$700,000","$700,000"
"1662996175-58","https://www.zillow.com/avon-nc/sold/","41784 Ocean View Dr LOT 47, Avon, NC 27915","https://www.zillow.com/homedetails/41784-Ocean-View-Dr-LOT-47-Avon-NC-27915/2079504744_zpid/","","0.41 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesLotLot size: 0.41 Acres","5","3","2,529","09/11/2020","41784 Ocean View Dr LOT 47, Avon, NC 27915","$493,000","$493,000"
"1662996187-59","https://www.zillow.com/avon-nc/sold/","40160 Westerly Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40160-Westerly-Ln-Avon-NC-27915/228619055_zpid/","2010","","Property detailsParkingParking features: No Garage, Parking Lot, Paved, Assigned, UnpavedAccessibilityAccessibility features: Handicap FriendlyPropertyPool features: NoneExterior features: StoragePatio and porch details: Patio, Screened Porch, Sun DeckFencing: FencedView description: PondWaterfront features: NoneHas waterview: YesWaterview: PondLotLot size: 0.28 AcresLot size dimensions: 12000Other property informationParcel number: 014711000Zoning description: R-2A -ALT","3","2","1,558","05/28/2021","40160 Westerly Ln, Avon, NC 27915","$265,000","$265,000"
"1662996197-60","https://www.zillow.com/avon-nc/sold/","40222 Dolphin Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40222-Dolphin-Ln-Avon-NC-27915/228618139_zpid/","2004","8,000 sqft","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 8,000 sqftLot features: Corner Lot, LevelOther property informationParcel number: 013473000Zoning description: S1","4","4","1,750","06/18/2021","40222 Dolphin Ln, Avon, NC 27915","$435,000","$435,000"
"1662996207-61","https://www.zillow.com/avon-nc/sold/","41620 Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41620-Starboard-Dr-Avon-NC-27915/228619229_zpid/","","","","","","","06/06/2022","41620 Starboard Dr, Avon, NC 27915","$72,500","$72,500"
"1662996217-62","https://www.zillow.com/avon-nc/sold/","42197 Shallow Point Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42197-Shallow-Point-Dr-Avon-NC-27915/228619479_zpid/","2000","0.38 Acres","Property detailsParkingParking features: CarportPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.38 AcresOther property informationParcel number: 014875030","4","4","1,940","10/14/2020","42197 Shallow Point Dr, Avon, NC 27915","$375,000","$375,000"
"1662996226-63","https://www.zillow.com/avon-nc/sold/","42191 Shallow Point Dr LOT 27, Avon, NC 27915","https://www.zillow.com/homedetails/42191-Shallow-Point-Dr-LOT-27-Avon-NC-27915/2092405104_zpid/","","","","","","","02/04/2022","42191 Shallow Point Dr LOT 27, Avon, NC 27915","$110,000","$110,000"
"1662996236-64","https://www.zillow.com/avon-nc/sold/","0 Starboard Dr LOT 26, Avon, NC 27915","https://www.zillow.com/homedetails/0-Starboard-Dr-LOT-26-Avon-NC-27915/2084286817_zpid/","","","","","","","06/14/2021","0 Starboard Dr LOT 26, Avon, NC 27915","$53,000","$53,000"
"1662996246-65","https://www.zillow.com/avon-nc/sold/","40175 Landing Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40175-Landing-Ln-Avon-NC-27915/228619000_zpid/","1980","0.30 Acres","Property detailsParkingParking features: Detached, Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneView description: CanalWaterfront features: Canal Front, Bulkheaded, WaterfrontFrontage length: Waterfront: 230Has waterview: YesWaterview: CanalLotLot size: 0.30 AcresLot features: Easement(s), LevelOther property informationParcel number: 014670000Zoning description: R-2A","3","3","2,435","10/15/2020","40175 Landing Ln, Avon, NC 27915","$350,000","$350,000"
"1662996256-66","https://www.zillow.com/avon-nc/sold/","40294 Gulls Cry Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40294-Gulls-Cry-Rd-Avon-NC-27915/228618911_zpid/","2002","10,500 sqft","Property detailsParkingParking features: No Garage, Paved, Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: Corner Lot, LandscapedOther property informationParcel number: 014569006Zoning description: R-1","5","7","3,085","04/12/2021","40294 Gulls Cry Rd, Avon, NC 27915","$825,000","$825,000"
"1662996267-67","https://www.zillow.com/avon-nc/sold/","0 Cutty Sark Dr LOT 1, Avon, NC 27915","https://www.zillow.com/homedetails/0-Cutty-Sark-Dr-LOT-1-Avon-NC-27915/2093688720_zpid/","","","","","","","03/04/2020","0 Cutty Sark Dr LOT 1, Avon, NC 27915","$56,000","$56,000"
"1662996277-68","https://www.zillow.com/avon-nc/sold/","39198 W Sunfish Ct LOT 135, Avon, NC 27915","https://www.zillow.com/homedetails/39198-W-Sunfish-Ct-LOT-135-Avon-NC-27915/2076059066_zpid/","","","","","","","07/13/2020","39198 W Sunfish Ct LOT 135, Avon, NC 27915","$335,000","$335,000"
"1662996287-69","https://www.zillow.com/avon-nc/sold/","42238 Griggs Ln, Avon, NC 27915","https://www.zillow.com/homedetails/42238-Griggs-Ln-Avon-NC-27915/86653491_zpid/","1991","8,000 sqft","Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Jet TubExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 8,000 sqftLot size dimensions: 8000Lot features: Adj to Park Serv./Preserv, Cul-De-Sac, Irregular TerrainOther property informationParcel number: 014857000Zoning description: R-1","4","4","2,475","11/08/2021","42238 Griggs Ln, Avon, NC 27915","$860,000","$860,000"
"1662996297-70","https://www.zillow.com/avon-nc/sold/","39183 Pompano Dr, Avon, NC 27915","https://www.zillow.com/homedetails/39183-Pompano-Dr-Avon-NC-27915/228618384_zpid/","1990","6,000 sqft","Property detailsParkingTotal spaces: 1Parking features: Garage Door Opener, 1 Car, Attached, Carport, Off Street, UnpavedCarport: YesPropertyPool features: NoneExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered DecksWaterfront features: NoneLotLot size: 6,000 sqftOther property informationParcel number: 013722000Zoning description: R","3","2","1,520","07/29/2021","39183 Pompano Dr, Avon, NC 27915","$325,000","$325,000"
"1662996307-71","https://www.zillow.com/avon-nc/sold/","42105 Creekside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42105-Creekside-Dr-Avon-NC-27915/228619485_zpid/","1998","0.34 Acres","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateExterior features: StoragePatio and porch details: Covered DecksView description: SoundWaterfront features: NoneHas waterview: YesWaterview: SoundLotLot size: 0.34 AcresOther property informationParcel number: 014875039Zoning description: R-1","3","3","1,300","05/19/2022","42105 Creekside Dr, Avon, NC 27915","$500,000","$500,000"
"1662996317-72","https://www.zillow.com/avon-nc/sold/","39182 N Albacore Ln LOT 169, Avon, NC 27915","https://www.zillow.com/homedetails/39182-N-Albacore-Ln-LOT-169-Avon-NC-27915/2095978352_zpid/","2005","6,000 sqft","Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, PrivateExterior features: Dock, Dry EntryPatio and porch details: Sun DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 6,000 sqftOther property informationZoning description: R-1","3","3","1,570","01/25/2021","39182 N Albacore Ln LOT 169, Avon, NC 27915","$384,000","$384,000"
"1662996335-73","https://www.zillow.com/avon-nc/sold/","39220 Island Creek Ct, Avon, NC 27915","https://www.zillow.com/homedetails/39220-Island-Creek-Ct-Avon-NC-27915/2067578435_zpid/","1997","No Data","Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPool features: Outdoor Pool, In Ground, Gunite, Association Pool, AssociationExterior features: Outdoor Shower, Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot features: LevelOther property informationZoning description: R-2","4","3","2,208","02/22/2022","39220 Island Creek Ct, Avon, NC 27915","$710,000","$710,000"
"1662996344-74","https://www.zillow.com/avon-nc/sold/","40271 Due E, Avon, NC 27915","https://www.zillow.com/homedetails/40271-Due-E-Avon-NC-27915/228618923_zpid/","1985","10,000 sqft","Property detailsParkingParking features: Carport, Off StreetCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 014580006Zoning description: R-1","3","2","1,008","06/24/2022","40271 Due E, Avon, NC 27915","$424,000","$424,000"
"1662996354-75","https://www.zillow.com/avon-nc/sold/","Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/Starboard-Dr-Avon-NC-27915/336985634_zpid/","2020","1,742 sqft","Property detailsPropertyExterior features: OtherLotLot size: 1,742 sqftOther property informationParcel number: 014822301","4","3.5","2,100","04/22/2021","Starboard Dr, Avon, NC 27915","$435,000","$435,000"
"1662996364-76","https://www.zillow.com/avon-nc/sold/","39253 Sandfiddler Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39253-Sandfiddler-Ln-Avon-NC-27915/228618246_zpid/","1968","6,000 sqft","Property detailsParkingParking features: Off Street, UnpavedPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Sun DeckWaterfront features: More than 5th rowLotLot size: 6,000 sqftOther property informationParcel number: 01358500002Zoning description: R-1","3","2","1,364","03/04/2022","39253 Sandfiddler Ln, Avon, NC 27915","$380,000","$380,000"
"1662996373-77","https://www.zillow.com/avon-nc/sold/","41470 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41470-Portside-Dr-Avon-NC-27915/228619304_zpid/","2004","3,001 sqft","Property detailsParkingParking features: Carport, Off-street, On-streetPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 3,001 sqftOther property informationParcel number: 01482224001","6","7","4,049","10/20/2020","41470 Portside Dr, Avon, NC 27915","$745,000","$745,000"
"1662996383-78","https://www.zillow.com/avon-nc/sold/","41057 State Highway 12 #16, Avon, NC 27915","https://www.zillow.com/homedetails/41057-State-Highway-12-16-Avon-NC-27915/2076061983_zpid/","","","","","","","06/01/2020","41057 State Highway 12 #16, Avon, NC 27915","$179,000","$179,000"
"1662996393-79","https://www.zillow.com/avon-nc/sold/","42332 Greenwood Pl, Avon, NC 27954","https://www.zillow.com/homedetails/42332-Greenwood-Pl-Avon-NC-27954/86664503_zpid/","1982","0.36 Acres","Property detailsParkingParking features: No Garage, Off StreetPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: OceanLotLot size: 0.36 AcresLot features: Cul-De-SacOther property informationParcel number: 025729000Zoning description: Residentia","4","2","1,636","05/18/2021","42332 Greenwood Pl, Avon, NC 27954","$459,000","$459,000"
"1662996401-80","https://www.zillow.com/avon-nc/sold/","41661 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41661-Ocean-View-Dr-Avon-NC-27915/86668896_zpid/","Built in 1994","0.34 Acres","Property detailsParkingParking features: Carport, Paved, Off StreetCarport: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Lighting, Dry EntryPatio and porch details: Covered DecksView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessFrontage length: Roadfront: 75Has waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot size dimensions: 200  x  75Lot features: Easement(s), LevelOther property informationParcel number: 029593029Zoning description: Res","6","6","3,280","09/18/2020","41661 Ocean View Dr, Avon, NC 27915","$670,000",""
"1662996410-81","https://www.zillow.com/avon-nc/sold/","41518 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41518-Portside-Dr-Avon-NC-27915/308901624_zpid/","2004","3,920 sqft","Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 3,920 sqftOther property informationParcel number: 014822229","6","7.5","4,745","08/31/2020","41518 Portside Dr, Avon, NC 27915","$1.10M","$1,096,000"
"1662996421-82","https://www.zillow.com/avon-nc/sold/","39229 Angelfish Rd LOT 72, Avon, NC 27915","https://www.zillow.com/homedetails/39229-Angelfish-Rd-LOT-72-Avon-NC-27915/2076063055_zpid/","","","","","","","06/03/2020","39229 Angelfish Rd LOT 72, Avon, NC 27915","$175,000","$175,000"
"1662996431-83","https://www.zillow.com/avon-nc/sold/","41196 Yardarm Ct LOT 1729, Avon, NC 27915","https://www.zillow.com/homedetails/41196-Yardarm-Ct-LOT-1729-Avon-NC-27915/2084627276_zpid/","","","","","","","09/17/2021","41196 Yardarm Ct LOT 1729, Avon, NC 27915","$67,500","$67,500"
"1662996440-84","https://www.zillow.com/avon-nc/sold/","41161 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41161-Ocean-View-Dr-Avon-NC-27915/228619174_zpid/","1993","No Data","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Attached, PavedGarage spaces: 1PropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanOther property informationParcel number: 014822011Zoning description: Res","6","6","3,473","05/28/2021","41161 Ocean View Dr, Avon, NC 27915","$845,000","$845,000"
