web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link,PaginationLinks,PaginationLinks-href
"1659566756-2553","https://www.zillow.com/hatteras-nc/sold/","58822 Marina Way #211, Hatteras, NC 27943","https://www.zillow.com/homedetails/58822-Marina-Way-211-Hatteras-NC-27943/228593094_zpid/","1996","null","Property detailsParkingParking features: No Garage, Parking Lot, PavedPropertyPool features: Association Pool, In Ground, Outdoor Pool, AssociationExterior features: LightingPatio and porch details: Covered Decks, PatioView description: Creek/Stream, Salt Marsh, SoundWaterfront features: None, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Creek/Stream,Salt Marsh,SoundLotLot features: Adj. To Common Area, LandscapedOther property informationParcel number: 000507124Attached to another structure: YesZoning description: C2H","1","1","651","01/13/2021","58822 Marina Way #211, Hatteras, NC 27943","$115,000","$115,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/6_p/"
"1659551786-834","https://www.zillow.com/rodanthe-nc/","23180 W Corbina Dr, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23180-W-Corbina-Dr-Rodanthe-NC-27968/2077541573_zpid/","1986","10,001 sqft","Property detailsParkingParking features: CarportLotLot size: 10,001 sqft","3","2","1,008","12/08/2020","23180 W Corbina Dr, Rodanthe, NC 27968","$350,000","$350,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
"1659552171-979","https://www.zillow.com/rodanthe-nc/","24231 S Shore Dr LOT 2, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24231-S-Shore-Dr-LOT-2-Rodanthe-NC-27968/2076500969_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Rodanthe","null","null","null","11/12/2021","24231 S Shore Dr LOT 2, Rodanthe, NC 27968","$600,000","$600,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/2_p/"
"1659566961-2635","https://www.zillow.com/hatteras-nc/sold/","57169 Pricilla Curve Rd, Hatteras, NC 27943","https://www.zillow.com/homedetails/57169-Pricilla-Curve-Rd-Hatteras-NC-27943/86654148_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $495","null","null","null","06/23/2021","57169 Pricilla Curve Rd, Hatteras, NC 27943","$95,000","$95,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/4_p/"
"1659561304-2161","https://www.zillow.com/avon-nc/sold/","39204 Island Creek Dr, Avon, NC 27915","https://www.zillow.com/homedetails/39204-Island-Creek-Dr-Avon-NC-27915/2067190385_zpid/","1991","No Data","Property detailsParkingParking features: No Garage, UndergroundHas garage: YesPropertyPool features: Association Pool, Concrete, Outdoor Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot features: LevelOther property informationZoning description: R-2","3","2","1,530","03/11/2022","39204 Island Creek Dr, Avon, NC 27915","$615,000","$615,000","Chevron Right","https://www.zillow.com/avon-nc/sold/3_p/"
"1659551542-742","https://www.zillow.com/rodanthe-nc/","22192 Green Lantern Ct LOT 6, Rodanthe, NC 27968","https://www.zillow.com/homedetails/22192-Green-Lantern-Ct-LOT-6-Rodanthe-NC-27968/2076062882_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Rodanthe","null","null","null","03/02/2020","22192 Green Lantern Ct LOT 6, Rodanthe, NC 27968","$485,000","$485,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/8_p/"
"1659553821-1099","https://www.zillow.com/frisco-nc/sold/","54210 Trent Dr, Frisco, NC 27936","https://www.zillow.com/homedetails/54210-Trent-Dr-Frisco-NC-27936/228619859_zpid/","1999","6,547 sqft","Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,547 sqftOther property informationParcel number: 015257000","4","3","1,900","10/04/2019","54210 Trent Dr, Frisco, NC 27936","$300,000","$300,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/10_p/"
"1659552346-1048","https://www.zillow.com/rodanthe-nc/","23291 State Highway 12, Kill Devil Hills, NC 27982","https://www.zillow.com/homedetails/23291-State-Highway-12-Kill-Devil-Hills-NC-27982/247062525_zpid/","2002","0.93 Acres","Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.93 AcresOther property informationParcel number: 012465000","6","5.5","3,294","07/06/2022","23291 State Highway 12, Kill Devil Hills, NC 27982","$1.55M","$1,550,000","",""
"1659567022-2660","https://www.zillow.com/hatteras-nc/sold/","56821 State Highway 12 #13, Hatteras, NC 27943","https://www.zillow.com/homedetails/56821-State-Highway-12-13-Hatteras-NC-27943/228620451_zpid/","2005","null","Property detailsPropertyExterior features: OtherOther property informationParcel number: 016031000","1","1","272","10/29/2021","56821 State Highway 12 #13, Hatteras, NC 27943","$160,000","$160,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/2_p/"
"1659567135-2704","https://www.zillow.com/hatteras-nc/sold/","58234 Dunes Dr, Hatteras, NC 27943","https://www.zillow.com/homedetails/58234-Dunes-Dr-Hatteras-NC-27943/228621442_zpid/","1984","5,000 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NonePatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 5,000 sqftLot features: LevelOther property informationParcel number: 017371000Zoning description: Res","3","3","1,770","07/01/2022","58234 Dunes Dr, Hatteras, NC 27943","$712,500","$712,500","",""
"1659553869-1117","https://www.zillow.com/frisco-nc/sold/","50127 Brooks Ct, Frisco, NC 27936","https://www.zillow.com/homedetails/50127-Brooks-Ct-Frisco-NC-27936/249777612_zpid/","2001","8,001 sqft","Property detailsParkingParking features: Garage - AttachedPropertySpa included: YesExterior features: Cement / ConcreteLotLot size: 8,001 sqftOther property informationParcel number: 011722000","3","3","2,020","01/27/2020","50127 Brooks Ct, Frisco, NC 27936","$445,000","$445,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659552052-937","https://www.zillow.com/rodanthe-nc/","24247 Ocean Dr S, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24247-Ocean-Dr-S-Rodanthe-NC-27968/2075388532_zpid/","2002","10,500 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessFrontage length: Waterfront: 70,Roadfront: 70Has waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot size dimensions: 70  x  160Lot features: Cul-De-SacOther property informationZoning description: RES","4","3","2,110","07/22/2021","24247 Ocean Dr S, Rodanthe, NC 27968","$580,000","$580,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659560642-1916","https://www.zillow.com/avon-nc/sold/","42023 Greenwood Pl, Avon, NC 27915","https://www.zillow.com/homedetails/42023-Greenwood-Pl-Avon-NC-27915/86666827_zpid/","2005","0.28 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.28 AcresOther property informationParcel number: 027818060","5","6","3,238","11/30/2020","42023 Greenwood Pl, Avon, NC 27915","$540,000","$540,000","Chevron Right","https://www.zillow.com/avon-nc/sold/11_p/"
"1659559838-1607","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/18_p/"
"1659560795-1976","https://www.zillow.com/avon-nc/sold/","40036 Harbor Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40036-Harbor-Rd-Avon-NC-27915/228618992_zpid/","2001","9,500 sqft","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NoneExterior features: StoragePatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: NoneHas waterview: YesWaterview: SoundLotLot size: 9,500 sqftLot features: Corner Lot, LevelOther property informationParcel number: 014660000Zoning description: Res","4","3","2,550","02/04/2021","40036 Harbor Rd, Avon, NC 27915","$360,000","$360,000","Chevron Right","https://www.zillow.com/avon-nc/sold/10_p/"
"1659552095-954","https://www.zillow.com/rodanthe-nc/","23932 State Highway 12 LOT 1, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23932-State-Highway-12-LOT-1-Rodanthe-NC-27968/2069981657_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $1,031","null","null","null","08/23/2021","23932 State Highway 12 LOT 1, Rodanthe, NC 27968","$349,000","$349,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659561276-2151","https://www.zillow.com/avon-nc/sold/","40531 McMullen Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40531-McMullen-Rd-Avon-NC-27915/86653250_zpid/","1985","9,500 sqft","Property detailsPropertyExterior features: OtherLotLot size: 9,500 sqftOther property informationParcel number: 014782020","3","1.5","2,112","03/03/2022","40531 McMullen Rd, Avon, NC 27915","$340,000","$340,000","Chevron Right","https://www.zillow.com/avon-nc/sold/3_p/"
"1659556700-1495","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/2_p/"
"1659553889-1124","https://www.zillow.com/frisco-nc/sold/","50044 Blackbeards Ct LOT 130, Frisco, NC 27936","https://www.zillow.com/homedetails/50044-Blackbeards-Ct-LOT-130-Frisco-NC-27936/2076063704_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Frisco","null","null","null","02/14/2020","50044 Blackbeards Ct LOT 130, Frisco, NC 27936","$331,000","$331,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659565722-2346","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659569567-2751","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659566200-2379","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/hatteras-nc/sold/3_p/"
"1659566721-2539","https://www.zillow.com/hatteras-nc/sold/","58208 Sutton Pl LOT 16, Hatteras, NC 27943","https://www.zillow.com/homedetails/58208-Sutton-Pl-LOT-16-Hatteras-NC-27943/2076057035_zpid/","2005","No Data","Property detailsPropertyPrivate pool: YesPool features: Private Pool, PrivateWaterfront features: More than 5th rowOther property informationZoning description: Res","4","5","2,330","12/08/2020","58208 Sutton Pl LOT 16, Hatteras, NC 27943","$580,000","$580,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/6_p/"
"1659564738-2209","https://www.zillow.com/buxton-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659560454-1846","https://www.zillow.com/avon-nc/sold/","42096 Cedar Cir, Avon, NC 27915","https://www.zillow.com/homedetails/42096-Cedar-Cir-Avon-NC-27915/86666795_zpid/","1990","0.26 Acres","Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: Other, Wood productsView description: Park, WaterHas waterview: YesWaterview: WaterLotLot size: 0.26 AcresOther property informationParcel number: 027817029","4","3","2,150","10/07/2020","42096 Cedar Cir, Avon, NC 27915","$340,000","$340,000","Chevron Right","https://www.zillow.com/avon-nc/sold/13_p/"
"1659564770-2230","https://www.zillow.com/buxton-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/buxton-nc/sold/3_p/"
"1659561150-2104","https://www.zillow.com/avon-nc/sold/","39214 Hatteras Ln, Frisco, NC 27915","https://www.zillow.com/homedetails/39214-Hatteras-Ln-Frisco-NC-27915/243987034_zpid/","1983","10,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 014050000","3","2","960","08/31/2021","39214 Hatteras Ln, Frisco, NC 27915","$310,000","$310,000","Chevron Right","https://www.zillow.com/avon-nc/sold/6_p/"
"1659566487-2444","https://www.zillow.com/hatteras-nc/sold/","0 Docks LOT 52, Hatteras, NC 27943","https://www.zillow.com/homedetails/0-Docks-LOT-52-Hatteras-NC-27943/2084594794_zpid/","No Data","null","OtherOther factsClass: LOTS/LANDSale/Rent: For SaleListing Type: Exclusive Right SellVOW Include: YesAssociation Fee Y/N: YesCounty: DareArea: Hatteras SoundsideType: Boat SlipSubdivision: Teachs Lair EsWaterfront Location: HarborfrontStatus: Under ContractStatus Category: Under ContractDestination Commerce Corp: YesHome Tour Magazine: YesHomes & Land of the Outer: YesHouse Canary, Inc: YesListHub: YesLone Wolf Real Estate Tec: YesNewpoint Media: YesOuter Banks Software: YesShowingTime: YesTerradatum, Inc: YesTop Producer: YesW&R Studios: YesZillow/Trulia: Yes","null","null","null","04/07/2020","0 Docks LOT 52, Hatteras, NC 27943","$37,000","$37,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659559673-1593","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/7_p/"
"1659551978-908","https://www.zillow.com/rodanthe-nc/","24149 Ocean Dr S, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24149-Ocean-Dr-S-Rodanthe-NC-27968/2076674021_zpid/","1984","0.26 Acres","Property detailsParkingParking features: No Garage, UnpavedPropertyPool features: NonePatio and porch details: Covered DecksView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessFrontage length: Waterfront: 70,Roadfront: 70Has waterview: YesWaterview: OceanLotLot size: 0.26 AcresLot size dimensions: 160  x  70Lot features: LevelOther property informationZoning description: Res","4","3","1,568","05/03/2021","24149 Ocean Dr S, Rodanthe, NC 27968","$370,000","$370,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/4_p/"
"1659557273-1525","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659569545-2726","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659551706-803","https://www.zillow.com/rodanthe-nc/","23203 Sudie Payne Rd, Waves, NC 27968","https://www.zillow.com/homedetails/23203-Sudie-Payne-Rd-Waves-NC-27968/86651018_zpid/","1915","0.46 Acres","Property detailsPropertyExterior features: WoodLotLot size: 0.46 AcresOther property informationParcel number: 012577443","5","2","1,792","10/02/2020","23203 Sudie Payne Rd, Waves, NC 27968","$150,000","$150,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/7_p/"
"1659560410-1828","https://www.zillow.com/avon-nc/sold/","41661 Ocean View Dr LOT 29, Avon, NC 27915","https://www.zillow.com/homedetails/41661-Ocean-View-Dr-LOT-29-Avon-NC-27915/2076059845_zpid/","1994","0.31 Acres","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet TubExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach FrontHas waterview: YesWaterview: OceanLotLot size: 0.31 AcresLot features: LevelOther property informationZoning description: Res","6","6","3,469","09/18/2020","41661 Ocean View Dr LOT 29, Avon, NC 27915","$670,000","$670,000","Chevron Right","https://www.zillow.com/avon-nc/sold/13_p/"
"1659556738-1496","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/3_p/"
"1659569623-2780","https://www.zillow.com/waves-nc/sold/","26166 N Sand Dollar Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/26166-N-Sand-Dollar-Ct-Salvo-NC-27972/228617545_zpid/","2004","0.47 Acres","Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.47 AcresOther property informationParcel number: 012821047","7","8.5","3,746","03/19/2021","26166 N Sand Dollar Ct, Salvo, NC 27972","$523,000","$523,000","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659566328-2393","https://www.zillow.com/hatteras-nc/sold/","57245 Flambeau Rd, Hatteras, NC 27943","https://www.zillow.com/homedetails/57245-Flambeau-Rd-Hatteras-NC-27943/228631416_zpid/","1994","7,500 sqft","Property detailsPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 7,500 sqftOther property informationParcel number: 027101000","3","3","1,816","08/20/2019","57245 Flambeau Rd, Hatteras, NC 27943","$320,000","$320,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/10_p/"
"1659564847-2272","https://www.zillow.com/buxton-nc/sold/","47324 Nc 12 Hwy, Buxton, NC 27920","https://www.zillow.com/homedetails/47324-Nc-12-Hwy-Buxton-NC-27920/2080784132_zpid/","1982","0.76 Acres","Property detailsPropertyPrivate pool: YesExterior features: VinylLotLot size: 0.76 Acres","4","3","2,638","10/19/2020","47324 Nc 12 Hwy, Buxton, NC 27920","$300,000","$300,000","Chevron Right","https://www.zillow.com/buxton-nc/sold/2_p/"
"1659554453-1343","https://www.zillow.com/frisco-nc/sold/","53227 Runboat Cir LOT 26, Frisco, NC 27936","https://www.zillow.com/homedetails/53227-Runboat-Cir-LOT-26-Frisco-NC-27936/2097232251_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Ocean Access, Boardwalk to BeachOther financial informationAnnual tax amount: $650","null","null","null","08/31/2021","53227 Runboat Cir LOT 26, Frisco, NC 27936","$145,000","$145,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/4_p/"
"1659554121-1216","https://www.zillow.com/frisco-nc/sold/","50008 Treacher Ln LOT 32, Frisco, NC 27936","https://www.zillow.com/homedetails/50008-Treacher-Ln-LOT-32-Frisco-NC-27936/2067231120_zpid/","1978","5,000 sqft","Property detailsParkingParking features: No Garage, PavedAccessibilityAccessibility features: Handicap FriendlyPropertyPool features: NoneExterior features: Lighting, StorageWaterfront features: NoneLotLot size: 5,000 sqftLot features: Level, LandscapedOther property informationZoning description: S-1","2","2","1,200","11/03/2020","50008 Treacher Ln LOT 32, Frisco, NC 27936","$130,000","$130,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/7_p/"
"1659555878-1450","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659551564-750","https://www.zillow.com/rodanthe-nc/","24245 Atlantic Dr, Waves, NC 27982","https://www.zillow.com/homedetails/24245-Atlantic-Dr-Waves-NC-27982/303958820_zpid/","2006","null","Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.38 AcresOther property informationParcel number: 031192000","6","6.5","3,966","06/08/2020","24245 Atlantic Dr, Waves, NC 27982","$580,000","$580,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/8_p/"
"1659561191-2119","https://www.zillow.com/avon-nc/sold/","41594 Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41594-Starboard-Dr-Avon-NC-27915/228619226_zpid/","1998","0.34 Acres","Property detailsParkingParking features: Carport, PavedCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Concrete, Heated, Private Pool, Association Pool, Private and AssociationSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: Lake/River, Salt Marsh, SoundWaterfront features: None, Beach AccessHas waterview: YesWaterview: Lake/River,Salt Marsh,SoundLotLot size: 0.34 AcresLot features: Corner Lot, LevelOther property informationParcel number: 014822063Zoning description: R-1 (res)","5","4","2,424","11/02/2021","41594 Starboard Dr, Avon, NC 27915","$549,500","$549,500","Chevron Right","https://www.zillow.com/avon-nc/sold/5_p/"
"1659569601-2772","https://www.zillow.com/waves-nc/sold/","26149 N Sand Dollar Ct LOT 2, Salvo, NC 27972","https://www.zillow.com/homedetails/26149-N-Sand-Dollar-Ct-LOT-2-Salvo-NC-27972/2076057037_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Salvo","null","null","null","11/18/2019","26149 N Sand Dollar Ct LOT 2, Salvo, NC 27972","$520,000","$520,000","Chevron Right","https://www.zillow.com/waves-nc/sold/3_p/"
"1659553894-1126","https://www.zillow.com/frisco-nc/sold/","51167 Lassiter Ln, Frisco, NC 27936","https://www.zillow.com/homedetails/51167-Lassiter-Ln-Frisco-NC-27936/247063268_zpid/","1982","10,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 10,000 sqftOther property informationParcel number: 026442000","3","2","1,392","03/02/2020","51167 Lassiter Ln, Frisco, NC 27936","$200,000","$200,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659551669-789","https://www.zillow.com/rodanthe-nc/","24250 Dean Ave, Rodanthe, NC 27982","https://www.zillow.com/homedetails/24250-Dean-Ave-Rodanthe-NC-27982/228617390_zpid/","1999","10,001 sqft","Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: VinylView description: TerritorialLotLot size: 10,001 sqftOther property informationParcel number: 012660056","4","2","1,152","09/11/2020","24250 Dean Ave, Rodanthe, NC 27982","$315,000","$315,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/7_p/"
"1659559673-1591","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/7_p/"
"1659569545-2735","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659560617-1907","https://www.zillow.com/avon-nc/sold/","41396 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41396-Portside-Dr-Avon-NC-27915/228619310_zpid/","2005","5,227 sqft","Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 5,227 sqftOther property informationParcel number: 014822258","7","7.5","4,383","11/24/2020","41396 Portside Dr, Avon, NC 27915","$748,000","$748,000","Chevron Right","https://www.zillow.com/avon-nc/sold/11_p/"
"1659557273-1512","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659566559-2473","https://www.zillow.com/hatteras-nc/sold/","58310 State Highway 12, Hatteras, NC 27943","https://www.zillow.com/homedetails/58310-State-Highway-12-Hatteras-NC-27943/228620127_zpid/","1955","0.25 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.25 AcresOther property informationParcel number: 015641000","3","2","1,266","07/31/2020","58310 State Highway 12, Hatteras, NC 27943","$375,000","$375,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659552291-1026","https://www.zillow.com/rodanthe-nc/","24254 S Shore Dr, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24254-S-Shore-Dr-Rodanthe-NC-27968/2100293526_zpid/","1996","0.44 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.44 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","7","8","3,758","03/25/2022","24254 S Shore Dr, Rodanthe, NC 27968","$990,000","$990,000","",""
"1659554353-1305","https://www.zillow.com/frisco-nc/sold/","54170 Hwy 12, Frisco, NC 27936","https://www.zillow.com/homedetails/54170-State-Highway-12-Nags-Head-NC-27936/86664961_zpid/","2004","1.47 Acres","Property detailsParkingParking features: Concrete, Gravel, Attached CarportPropertyLevels: Three Or MorePrivate pool: YesPool features: In GroundSpa included: YesSpa features: HeatedView description: WaterWaterfront features: Canal Front, Sound FrontWaterview: WaterLotLot size: 1.47 AcresOther property informationParcel number: 026350001Special conditions: Standard","4","5","2,575","05/13/2021","54170 Hwy 12, Frisco, NC 27936","$577,000","$577,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/5_p/"
"1659564970-2318","https://www.zillow.com/buxton-nc/sold/","46271 Diamond Shoals Dr LOT 19, Buxton, NC 27920","https://www.zillow.com/homedetails/46271-Diamond-Shoals-Dr-LOT-19-Buxton-NC-27920/2097752590_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $438","1","null","null","06/30/2022","46271 Diamond Shoals Dr LOT 19, Buxton, NC 27920","$149,000","$149,000","",""
"1659566834-2584","https://www.zillow.com/hatteras-nc/sold/","57235 Summerplace Dr, Hatteras, NC 27943","https://www.zillow.com/homedetails/57235-Summerplace-Dr-Hatteras-NC-27943/86655292_zpid/","2005","0.36 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.36 AcresLot size dimensions: 15500 sq ftLot features: Corner Lot, LevelOther property informationParcel number: 016066025Zoning description: RES","6","8","3,838","03/30/2021","57235 Summerplace Dr, Hatteras, NC 27943","$875,500","$875,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659560803-1979","https://www.zillow.com/avon-nc/sold/","41421 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41421-Ocean-View-Dr-Avon-NC-27915/228619207_zpid/","Built in 1990","0.34 Acres","Property detailsParkingParking features: Off Street, PavedPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 014822041Zoning description: res","8","7","3,857","02/19/2021","41421 Ocean View Dr, Avon, NC 27915","$850,000","null","Chevron Right","https://www.zillow.com/avon-nc/sold/10_p/"
"1659559673-1594","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/7_p/"
"1659560193-1741","https://www.zillow.com/avon-nc/sold/","41408 Portside Dr LOT 27, Avon, NC 27915","https://www.zillow.com/homedetails/41408-Portside-Dr-LOT-27-Avon-NC-27915/2099896331_zpid/","No data","null","Community and Neighborhood DetailsLocationRegion: AvonSubdivision: Kinnakeet Shore","3","null","null","07/10/2020","41408 Portside Dr LOT 27, Avon, NC 27915","$28,000","null","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659554515-1367","https://www.zillow.com/frisco-nc/sold/","54219 Cape Hatteras Dr, Frisco, NC 27936","https://www.zillow.com/homedetails/54219-Cape-Hatteras-Dr-Frisco-NC-27936/228619863_zpid/","1986","7,000 sqft","Property detailsParkingParking features: No Garage, Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckWaterfront features: More than 5th row, Beach AccessLotLot size: 7,000 sqftLot features: LevelOther property informationParcel number: 015262000Zoning description: RES","3","2","1,120","11/09/2021","54219 Cape Hatteras Dr, Frisco, NC 27936","$354,500","$354,500","Chevron Right","https://www.zillow.com/frisco-nc/sold/3_p/"
