StreetAddress,ListingLink-href,YearBuilt,LotSize,Bedrooms,Bathrooms,Size,DateSold,Price,City,Zip,PropertyDetails,PrivatePool,OceanFront,SoundFront,CanalFront,BeachAccess,WaterView,LotsFromOceanFront,MonthsSold
23180 Wimble Shoals Dr,https://www.zillow.com/homedetails/23180-Wimble-Shoals-Dr-Rodanthe-NC-27982/228616882_zpid/,1987,0.3,3.0,2.0,1200.0,2022-08-26,405000.0,Rodanthe,27982,"Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckView description: SoundWaterfront features: None, Beach AccessHas waterview: YesWaterview: SoundLotLot size: 0.30 AcresLot features: LevelOther property informationParcel number: 011540000Zoning description: S-1",0,0,0,0,1,1,0,0.5868152540070409
23183 Corbina Dr,https://www.zillow.com/homedetails/23183-Corbina-Dr-Waves-NC-27982/228616855_zpid/,1972,0.2295684113865932,2.0,2.0,952.0,2021-11-22,399000.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011465000",0,0,0,0,0,1,0,9.68761814523684
23183 Corbina Dr W,https://www.zillow.com/homedetails/23183-Corbina-Dr-W-Rodanthe-NC-27968/2068428151_zpid/,1972,0.2295684113865932,3.0,2.0,952.0,2021-11-22,399000.0,Rodanthe,27968,"Property detailsParkingParking features: Off Street, PavedPropertyPool features: NonePatio and porch details: Covered Decks, Screened PorchWaterfront features: None, Beach AccessLotLot size: 10,000 sqftOther property informationZoning description: Res",0,0,0,0,1,0,0,9.68761814523684
23184 Corbina Dr,https://www.zillow.com/homedetails/23184-Corbina-Dr-Waves-NC-27982/228616866_zpid/,1977,0.2295684113865932,2.0,2.0,1188.0,2019-09-27,274000.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011481000",0,0,0,0,0,1,0,35.5444119192363
23189 Corbina Dr,https://www.zillow.com/homedetails/23189-Corbina-Dr-Waves-NC-27982/228616853_zpid/,2005,0.46,4.0,4.5,2988.0,2021-08-02,615000.0,Waves,27982,Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.46 AcresOther property informationParcel number: 011462000,1,0,0,0,0,1,0,13.367365162629394
23189 Corbina Dr W,https://www.zillow.com/homedetails/23189-Corbina-Dr-W-Rodanthe-NC-27968/2069155530_zpid/,2005,0.46,4.0,5.0,2988.0,2021-07-30,615000.0,Rodanthe,27968,"Property detailsParkingParking features: UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Private Pool, PrivateView description: OceanWaterfront features: 3 - lots from oceanfront (4th roHas waterview: YesWaterview: OceanLotLot size: 0.46 AcresOther property informationZoning description: R",1,0,0,0,0,1,1,13.465929814880981
23203 Sudie Payne Rd,https://www.zillow.com/homedetails/23203-Sudie-Payne-Rd-Waves-NC-27968/86651018_zpid/,1915,0.46,5.0,2.0,1792.0,2020-10-02,150000.0,Waves,27968,Property detailsPropertyExterior features: WoodLotLot size: 0.46 AcresOther property informationParcel number: 012577443,0,0,0,0,0,0,0,23.35524992412347
23206 Sea Oats Dr,https://www.zillow.com/homedetails/23206-Sea-Oats-Dr-Rodanthe-NC-27982/249922350_zpid/,1981,0.0,3.0,1.0,1044.0,2021-07-16,315000.0,Rodanthe,27982,"Property detailsPropertyPool features: NoneView description: SoundWaterfront features: NoneHas waterview: YesWaterview: SoundLotLot features: Corner Lot, LevelOther property informationParcel number: 011508000Zoning description: R",0,0,0,0,0,1,0,13.92589819205505
23208 Southgate Dr,https://www.zillow.com/homedetails/23208-Southgate-Dr-Rodanthe-NC-27982/228616883_zpid/,1987,0.22959136822773185,4.0,3.0,1568.0,2020-08-06,399000.0,Rodanthe,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 011542000",0,0,0,0,0,1,0,25.22797831690361
23211 Sea Oats,https://www.zillow.com/homedetails/23211-Sea-Oats-Rodanthe-NC-27968/2081768751_zpid/,2005,0.2295684113865932,5.0,6.0,2834.0,2022-07-11,699000.0,Rodanthe,27968,"Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res",1,0,0,0,1,1,0,2.098139921864697
23211 Sea Oats Dr,https://www.zillow.com/homedetails/23211-Sea-Oats-Dr-Waves-NC-27982/228616871_zpid/,2005,0.22959136822773185,5.0,6.0,2834.0,2022-07-11,699000.0,Waves,27982,"Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 011492000",1,0,0,0,0,1,0,2.098139921864697
23211 Sea Oats Dr #2,https://www.zillow.com/homedetails/23211-Sea-Oats-Dr-2-Rodanthe-NC-27968/2076061552_zpid/,2005,0.0,5.0,5.0,2834.0,2020-09-25,460000.0,Rodanthe,27968,"Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: LevelOther property informationZoning description: Res",1,0,0,0,1,1,0,23.585234112710506
23212 Sea Oats Dr,https://www.zillow.com/homedetails/23212-Sea-Oats-Dr-Rodanthe-NC-27982/250038184_zpid/,1987,0.2295684113865932,5.0,3.0,2072.0,2021-04-19,559000.0,Rodanthe,27982,"Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 011507000Zoning description: Res",1,0,0,0,1,1,0,16.817127991434916
23213 Surf Side Dr,https://www.zillow.com/homedetails/23213-Surf-Side-Dr-Rodanthe-NC-27968/2083534113_zpid/,2004,0.0,5.0,5.0,2382.0,2021-03-22,575000.0,Waves,27982,"nan, Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: LevelOther property informationZoning description: S-1",1,0,0,0,1,1,0,17.73706474578305
23220 Sea Oats Dr,https://www.zillow.com/homedetails/23220-Sea-Oats-Dr-Waves-NC-27982/228616878_zpid/,2000,0.2295684113865932,5.0,4.0,2135.0,2021-01-29,470500.0,Waves,27982,"Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011505000, Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: LightingPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res",1,0,0,0,1,1,1,19.44551871814388
23220 Surf Side Dr,https://www.zillow.com/homedetails/23220-Surf-Side-Dr-Waves-NC-27982/228616881_zpid/,1985,0.22959136822773185,3.0,2.0,1248.0,2021-01-06,380500.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 011525000, Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered DecksWaterfront features: More than 5th row, Beach AccessLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: R",0,0,0,0,1,1,0,20.20118105207271
23224 Sea Oats,https://www.zillow.com/homedetails/23224-Sea-Oats-Rodanthe-NC-27982/2097976279_zpid/,2003,0.2295684113865932,5.0,4.0,2147.0,2021-03-15,435500.0,Rodanthe,27982,"Property detailsParkingParking features: Paved, Off StreetPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res",0,0,0,0,1,1,1,17.967048934370087
23224 Sea Oats Dr,https://www.zillow.com/homedetails/23224-Sea-Oats-Dr-Waves-NC-27982/303960231_zpid/,2003,0.22959136822773185,5.0,4.0,2147.0,2021-03-15,435500.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011504000, Property detailsPropertySpa included: YesLotLot size: 10,001 sqft",0,0,0,0,0,1,0,17.967048934370087
23228 Sea Oats Dr,https://www.zillow.com/homedetails/23228-Sea-Oats-Dr-Waves-NC-27982/303958671_zpid/,1975,0.22959136822773185,4.0,4.0,1896.0,2022-04-07,630000.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011503000, Property detailsPropertySpa included: YesExterior features: Cement / ConcreteLotLot size: 10,001 sqft",0,0,0,0,0,1,0,5.219353909831596
23228 Surf Side Dr,https://www.zillow.com/homedetails/23228-Surf-Side-Dr-Waves-NC-27982/303958173_zpid/,2003,0.2295684113865932,5.0,4.0,2245.0,2021-08-23,699000.0,Waves,27982,"Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: LevelOther property informationParcel number: 011522000Zoning description: Res",1,0,0,0,1,1,0,12.67741259686829
23237 Sea Oats Dr,https://www.zillow.com/homedetails/23237-Sea-Oats-Dr-Rodanthe-NC-27968/2075388516_zpid/,1986,0.0,3.0,2.0,1614.0,2021-01-28,300000.0,Waves,27982,"Property detailsPropertyPool features: NonePatio and porch details: Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanOther property informationZoning description: RES, Property detailsPropertyExterior features: Wood",0,1,0,0,1,1,0,19.478373602227744
23237 Surf Side Dr,https://www.zillow.com/homedetails/23237-Surf-Side-Dr-Waves-NC-27982/303959651_zpid/,1986,0.2295684113865932,4.0,3.0,1568.0,2021-12-30,620000.0,Waves,27982,"Property detailsParkingParking features: No Garage, Paved, Off StreetPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: OceanLotLot size: 10,000 sqftOther property informationParcel number: 011516000Zoning description: residentia",0,0,0,0,0,1,0,8.439132550050081
23241 Surf Side Dr,https://www.zillow.com/homedetails/23241-Surf-Side-Dr-Waves-NC-27982/303960462_zpid/,1991,0.09182736455463728,4.0,2.5,2082.0,2020-01-13,457500.0,Waves,27982,"Property detailsPropertyExterior features: OtherLotLot size: 4,000 sqftOther property informationParcel number: 011517000",0,0,0,0,0,0,0,31.9960844381792
23242 Surf Side Dr,https://www.zillow.com/homedetails/23242-Surf-Side-Dr-Waves-NC-27982/228616879_zpid/,1983,0.1147842056932966,3.0,2.0,1248.0,2022-02-28,290000.0,Waves,27982,"Property detailsPropertyExterior features: OtherLotLot size: 5,000 sqftOther property informationParcel number: 011518000",0,0,0,0,0,0,0,6.467839505018356
23267 Midgetts Mobile Ct,https://www.zillow.com/homedetails/23267-Midgetts-Mobile-Ct-Rodanthe-NC-27968/228617375_zpid/,2007,0.38,6.0,8.0,4588.0,2021-03-26,1000000.0,Rodanthe,27968,"Property detailsParkingParking features: Off Street, UndergroundHas garage: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.38 AcresLot features: LevelOther property informationParcel number: 012569000Zoning description: Res",1,1,0,0,1,1,0,17.605645209447605
23279 E Beacon Dr,https://www.zillow.com/homedetails/23279-E-Beacon-Dr-LOT-1-Rodanthe-NC-27968/2076059385_zpid/,2002,0.49,6.0,6.0,3012.0,2020-11-24,640000.0,Rodanthe,27968,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.49 AcresLot features: Corner Lot, LevelOther property informationZoning description: Res",1,0,0,0,1,1,1,21.61394106767878
23279 E Beacon Rd,https://www.zillow.com/homedetails/23279-E-Beacon-Rd-Waves-NC-27982/228617370_zpid/,2002,0.49,6.0,6.0,2969.0,2020-11-24,640000.0,Waves,27982,Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.49 AcresOther property informationParcel number: 012517000,1,0,0,0,0,1,0,21.61394106767878
23285 E Beacon Dr,https://www.zillow.com/homedetails/23285-E-Beacon-Dr-Rodanthe-NC-27968/2067231588_zpid/,2002,0.34,6.0,6.0,3000.0,2021-09-23,952000.0,Rodanthe,27968,"Property detailsParkingParking features: PavedPropertyPrivate pool: YesPool features: In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresOther property informationZoning description: RES",1,0,0,0,0,1,0,11.658911190268565
23285 E Beacon Rd,https://www.zillow.com/homedetails/23285-E-Beacon-Rd-Waves-NC-27982/228617371_zpid/,2002,0.36,6.0,6.0,3000.0,2021-09-23,952000.0,Waves,27982,Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: VinylView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.36 AcresOther property informationParcel number: 012518000,1,0,0,0,0,1,0,11.658911190268565
23291 State Highway 12,https://www.zillow.com/homedetails/23291-State-Highway-12-LOT-1-Rodanthe-NC-27968/2064574410_zpid/,2002,0.93,6.0,7.0,3294.0,2022-07-06,1550000.0,Rodanthe,27982,"Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.51 AcresLot features: LevelOther property informationZoning description: S-1, Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.93 AcresOther property informationParcel number: 012465000",1,1,0,0,1,1,0,2.2624143422840075
